word	mesh	match	name	chebi
dihydrolipoamide	mesh:C007409	NA	NA	NA
succinyl-CoA	mesh:C012046	NA	NA	NA
2-hydroxy-ethyl-THPP	mesh:C014870	NA	NA	NA
fumarate	mesh:D005650	NA	NA	NA
2-oxo-glutarate	mesh:D005977	Glutarates	glutarate	chebi:24329
isocitrate	mesh:D007523	NA	NA	NA
malate	mesh:D008293	Malates	malate	chebi:25115
oxaloacetate	mesh:D010071	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
succinate	mesh:D013386	Succinates	succinate	chebi:26806
