word	source	identifier
L-Tyrosine		
p-coumaric acid	MESH	C032171
DHAP	MESH	C017202
Dihydroxyacetone	MESH	D004098
phosphate	MESH	D010710
Bagremycin A	MESH	C440631
3-amino-4	MESH	D000596
hydroxybenzoic acid	MESH	D062385
3,4-ANVA	MESH	C122152
p-vinylphenol	MESH	C030626
L-Asp-4-semialdehyde	MESH	C108952
ASA	MESH	D001241
p-vinylphenyl-3-nitroso-4-hydroxybenzoate	MESH	C038193
p-vinylphenyl-3,4-NHBA	MESH	C427523
Fe	MESH	D007501
4-hydroxy-3	MESH	D006880
nitrosobenzoic acid	MESH	C090288
4,3-HNBA	MESH	C549492
