word	mesh	match	name	chebi
D-Glucosamine	mesh:D005944	Glucosamine	glucosamine	chebi:5417
6-phosphate	mesh:D010710	NA	NA	NA
Phenyipynvate	NA	NA	NA	NA
Xanthine	mesh:D019820	NA	NA	NA
Phenylalanine	mesh:C119108	Leu-Phe	leucyl-phenylalanine	chebi:73585
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
Deamino-NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
N-Acetyl-beta-6-glucosaminylamine	mesh:C034195	NA	NA	NA
5-Phospholalphia-D-ribose	mesh:D012266	NA	NA	NA
Asparagine	mesh:C050801	NA	NA	NA
5-Phosphoribosytamine	mesh:C068492	NA	NA	NA
TTACyrbta-Ducoaminyljasparagine	NA	NA	NA	NA
5-phosphate	mesh:D010710	NA	NA	NA
GMP	mesh:C068152	NA	NA	NA
Carbampyl phosphate	mesh:D010710	NA	NA	NA
Tetrahydrojolate	NA	NA	NA	NA
glutamate	NA	NA	NA	NA
o-mestylhipeurate	mesh:D010100	Oxygen	dioxygen	chebi:15379
5-Formiminotetrahydrofolate	mesh:C068492	NA	NA	NA
Cornosine	NA	NA	NA	NA
4-Imidazolne 5-propanoate	mesh:D011422	NA	NA	NA
Histidine	mesh:C115717	NA	NA	NA
