word	mesh	match	name	doid
Breast cancer	mesh:D001943	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Prostate cancer	mesh:D011471	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
lung cancer	mesh:D008175	NA	NA	NA
Glioma	mesh:D005910	Glioma	brain glioma	doid:0060108
Melanoma	mesh:D008545	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
leukemia	mesh:D007938	NA	NA	NA
Pancreatic cancer	mesh:D010190	NA	NA	NA
carcinoma	mesh:D002277	Carcinoma	spindle cell carcinoma	doid:4015
Hepatitis B	mesh:D006509	NA	NA	NA
Colorectal cancer	mesh:D015179	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
