word	source	identifier
Hypotaurine	MESH	C003949
dGMP	MESH	C007257
OrotidinesP	MESH	C008714
Citramalic acid	MESH	C011729
2-Phosphoglycolic acid	MESH	C013193
DIMP	MESH	C023477
N-Acetylputrescine	MESH	C026212
Pyrimidine	MESH	C030986
Glycolic acid	MESH	C031149
2-Hydroxybutyric acid	MESH	C031570
dCDP	MESH	C045813
Acetylcholine	MESH	D000109
Adenine	MESH	D000225
Adenosine	MESH	D000241
dAdenosine	MESH	D000241
5-Aminolevulinic acid	MESH	D000622
Choline	MESH	D002794
Cystathionine	MESH	D003540
Cysteamine	MESH	D003543
Cys	MESH	D003545
Cystine	MESH	D003553
Cytidine	MESH	D003562
CDP	MESH	D003565
Gly	MESH	D005998
Guanine	MESH	D006147
Guanosine	MESH	D006151
dGuanosine	MESH	D006151
Homocysteine	MESH	D006710
Inosine	MESH	D007288
ITP	MESH	D007293
Met	MESH	D008715
Phosphorylcholine	MESH	D010767
Porphyrin	MESH	D011166
Purine	MESH	D011687
Putrescine	MESH	D011700
Sarcosine	MESH	D012521
Ser	MESH	D012694
Spermidine	MESH	D013095
Spermine	MESH	D013096
Thr	MESH	D013912
Thymidine	MESH	D013936
Uracil	MESH	D014498
Uric acid	MESH	D014527
Uridine	MESH	D014529
UTP	MESH	D014544
Hypoxanthine Xanthine	MESH	D019820
