word	mesh	match	name	chebi
COA	mesh:C479798	NA	NA	NA
Malonyl CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Olivetolic acid	mesh:C112458	olivetolic acid	olivetolic acid	chebi:66955
Hexanoyl-CoA	mesh:C044181	NA	NA	NA
Geranylpyrophosphate	mesh:C539828	NA	NA	NA
olivetolate	mesh:C112458	olivetolic acid	olivetolic acid	chebi:66955
Geranyldiphosphate	NA	NA	NA	NA
Cannabigerolic acid	mesh:C100679	cannabigerolic acid	cannabigerolic acid	chebi:67081
THCA	mesh:C003681	NA	NA	NA
AdegTetrahydrocannabinolic acid	mesh:C524353	NA	NA	NA
Cannabidiolic acid	mesh:C006884	NA	NA	NA
Cannabichromenic acid	mesh:D000596	NA	NA	NA
Tetrahydrocannabinol	mesh:D013759	Dronabinol	Delta(9)-tetrahydrocannabinol	chebi:66964
Cannabidiol	mesh:D002185	Cannabidiol	cannabidiol	chebi:69478
