word	type	identifier
Fructose	Chemical	MESH:D005632
Silicic acid	Chemical	MESH:D012824
Fructose	Chemical	MESH:D005632
N-acetylornithine	Chemical	MESH:D009584
Methionine	Chemical	MESH:D008715
O-phosphohomoserine Citrulline	Chemical	MESH:C071162
Amino acid	Chemical	MESH:D000596
Ornithine	Chemical	MESH:C008973
N-acetylglutamate	Chemical	MESH:D009584
Glutamate	Chemical	NA
Alanine	Chemical	MESH:D000409
Aspartate	Chemical	NA
Oxaloacetate	Chemical	MESH:D010071
Leucine	Chemical	MESH:C038361
3-isoproplymalate	Chemical	MESH:C039620
pyruvate-2-acetolactate	Chemical	MESH:C006359
Glu	Chemical	MESH:C094686
2-OG	Chemical	MESH:C453560
Arginino-succinate	Chemical	MESH:D013386
N-glucosamine	Chemical	MESH:D005944
2-oxoidovalerate	Chemical	MESH:C021591
Valine	Chemical	MESH:C521924
Arginine	Chemical	MESH:D001127
Threonine	Chemical	MESH:C061951
2-aceto-2	Chemical	MESH:C027745
hydroxylbutyrate	Chemical	NA
Glu	Chemical	MESH:C094686
2-OG	Chemical	MESH:C453560
Isoleucine	Chemical	MESH:C043801
Carbohydrates	Chemical	MESH:D002241
Amino acids	Chemical	MESH:D000596
Chrysolaminarin	Chemical	NA
Alanine	Chemical	MESH:D000409
Isoleucine	Chemical	MESH:C043801
Valine	Chemical	MESH:C521924
Leucine	Chemical	MESH:C038361
Arginine	Chemical	MESH:D001127
Ornithine	Chemical	MESH:C008973
