word	mesh	match	name	chebi
Tryptophan	NA	NA	NA	NA
5-OH-L-Tryptophan	NA	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
Indole acetic acid	mesh:C030737	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
lactic acid	mesh:D019344	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
acetamide	mesh:C030686	NA	NA	NA
Tryptamide	mesh:C057564	NA	NA	NA
Indoxyl	mesh:C034082	indoxyl	indoxyl	chebi:17840
N-formyl kynurenine	mesh:C029366	NA	NA	NA
Indol-3 pyruvic acid	mesh:C008122	3-(indol-3-yl)pyruvic acid	indol-3-yl pyruvic acid	chebi:29750
Serotonin	mesh:D012701	Serotonin	serotonin	chebi:28790
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
acetyl	mesh:C011632	NA	NA	NA
methyl	mesh:C031105	NA	NA	NA
Indoxyl sulfate	mesh:D007200	NA	NA	NA
Indole acetic acid	mesh:C030737	NA	NA	NA
Kynurenine	mesh:C029366	NA	NA	NA
Kynurenine	mesh:C029366	NA	NA	NA
Melatonin	mesh:D008550	Melatonin	melatonin	chebi:16796
Kynurenic acid	mesh:D007736	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
acetic acid	mesh:D019342	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
lactic acid	mesh:D019344	NA	NA	NA
Indole	mesh:C030374	NA	NA	NA
aldehyde	mesh:D000447	Aldehydes	aldehyde	chebi:17478
Kynurenic acid	mesh:D007736	NA	NA	NA
6-OH-Melatonin	mesh:D008550	Melatonin	melatonin	chebi:16796
Formyl-N-acetyl-5-methoxykynurenamine	mesh:C041550	NA	NA	NA
