word	mesh	match	name	doid
Cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
Lung carcinoma	NA	lung carcinoma	lung carcinoma	DOID:3905
Pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
Ovarian carcinoma	NA	ovarian carcinoma	ovarian carcinoma	DOID:4001
