word	source	identifier
Ni	MESH	D009532
NMe	MESH	C057063
O	MESH	D013481
ether	MESH	D004987
Ni(dppp)Cl2	MESH	D009532
CO,D(H)	MESH	D002245
Z-H-7b	MESH	D019307
SiBuMe 	MESH	D012825
Mg	MESH	D008274
Li	MESH	D008094
Ph	MESH	C084701
CH2	MESH	C103208
PhLi	MESH	D008094
NH	MESH	D000641
H	MESH	D006859
Ba	MESH	D001464
Z-H	MESH	C543257
rac-(Z)-H	MESH	C484602
R Me 	MESH	C526611
Z-Li	MESH	D008094
Ph rac-(Z)-Li	MESH	D008094
rac-(E)-Li	MESH	D008094
rac-(Z)-Li	MESH	D008094
(Z)-alkenylsilanes	MESH	C017788
ArLi	MESH	D008094
Z-10	MESH	C024989
Et	MESH	C526612
Z-H-11	MESH	C543257
Z-12	MESH	C057499
