word	source	identifier
Serotonin	MESH	D012701
Melatonin	MESH	D008550
Shydroxy		
indoleacetic	MESH	D007210
Tryptophan		
hydroxy	MESH	D006880
tryptophan		
Kynurenic	MESH	D007736
KYNA	MESH	C548511
Kynurenine	MESH	C029366
KYN	MESH	C105630
Anthranilic	MESH	C031385
KATS Xanthurenic	MESH	C028330
Guanosine	MESH	D006151
triphosphate	MESH	C005692
Anthranilic acid	MESH	C031385
3-hydroxy	MESH	D006880
anthranilic acid	MESH	C031385
2-aminomuconic	MESH	C021591
2-amino-3-carboxymuconic	MESH	D000596
6-semialdehyde	MESH	C009338
Acetyl CoA	MESH	D000105
NAD	MESH	D009243
NADP NADPH	MESH	D009249
Picolinic	MESH	C030614
Nicotinamide	MESH	D009536
Quinolinic	MESH	D017378
adenine	MESH	D000225
PIC	MESH	C111757
NADH	MESH	D009243
QUIN	MESH	C113610
mononucleotide	MESH	D009537
indoleamirel		
Tryptophan2		
amino	MESH	D000596
Shydroryanthranic acid	MESH	D000596
Ouinoline acid	MESH	D000596
decarboylne		
