word	type	identifier
thanolamine	Chemical	NA
C2004	Chemical	MESH:C009977
COC	Chemical	MESH:C111700
CH-CHE	Chemical	MESH:C424565
C5-DCE	Chemical	MESH:C525762
CS-OH	Chemical	MESH:C031356
Leucine	Chemical	MESH:C038361
Isoleucine	Chemical	MESH:C043801
Glucose	Chemical	MESH:D005947
Glutamine	Chemical	MESH:C578860
Fructose	Chemical	MESH:D005632
Pyruvate	Chemical	MESH:D011773
AMINO ACIDS	Chemical	MESH:D000596
Proline	Chemical	MESH:C489032
Methionine	Chemical	MESH:D008715
Serine	Chemical	MESH:C047902
Glycine	Chemical	MESH:D005998
Threonine	Chemical	MESH:C061951
Alatine	Chemical	NA
Aspartate	Chemical	NA
N-Acetyl-omine	Chemical	MESH:C520160
4-Hydroxy-proline	Chemical	MESH:C489032
L-Methionine-foxide	Chemical	MESH:D008715
Me-50	Chemical	MESH:C466379
Omithine	Chemical	NA
Guanidino-Acetate	Chemical	MESH:C032996
acetate	Chemical	MESH:D000085
Tryptofan	Chemical	NA
Arginine	Chemical	MESH:D001127
SDMA	Chemical	NA
Di	Chemical	MESH:C076868
Hitidine	Chemical	NA
Lysine	Chemical	MESH:C114808
Spermine	Chemical	MESH:D013096
Hypotaurine	Chemical	MESH:C003949
Sarcosine	Chemical	MESH:D012521
Creatine Creatine	Chemical	MESH:D003401
L-DOPA	Chemical	MESH:D007980
