word	mesh	match	name	chebi
Proteins	NA	proteins	proteins	chebi:36080
MTA	NA	MTA	5'-deoxy-5'-(methylsulfanyl)adenosine	chebi:17509
Proteins	NA	proteins	proteins	chebi:36080
Fas	NA	FAS	ammonium iron(2+) sulfate--water (1/6)	chebi:76181
Proteins	NA	proteins	proteins	chebi:36080
Proteins	NA	proteins	proteins	chebi:36080
Proteins	NA	proteins	proteins	chebi:36080
Proteins	NA	proteins	proteins	chebi:36080
mRNA	NA	mRNA	mRNA	chebi:33699
Proteins	NA	proteins	proteins	chebi:36080
Proteins	NA	proteins	proteins	chebi:36080
AUCL	NA	AuCl	gold(I) chloride	chebi:30078
