word	source	identifier
Glutamate		
HEMA2	MESH	C005044
1-semialdehyde	MESH	C009338
5-Aminolevulinic acid	MESH	D000622
ALA	MESH	C114767
Hydroxymethylbilane	MESH	C024393
Uroporphyrinogen III	MESH	D014577
Uroporphyrinogen	MESH	D014577
Coproporphyrinogen	MESH	D003305
Protoporphyrin IX	MESH	C028025
MgCh	MESH	C405082
Mg-protoporphyrin IX	MESH	C028025
S-adenosylmethionine	MESH	D012436
Mg-protoporphyrin	MESH	C039629
monomethylester	MESH	C509255
8-divinyl protochlorophyllide	MESH	C020301
PHY	MESH	C081667
3,8-divinyl Pchlide a 8-vinyl	MESH	C031763
NADPH	MESH	D009249
Pchlide	MESH	D011521
Protochlorophyllide	MESH	D011521
3,8-divinyl chlorophyllide	MESH	C034388
Chlorophyllide	MESH	C034388
Hydroxymethyl	MESH	C020420
Chl b	MESH	C490649
