word	mesh	match	name	chebi
Phosphoethanolamine	mesh:C005448	NA	NA	NA
2-hydroxyglutarate	mesh:C019417	NA	NA	NA
Erythrose-4-phosphate	mesh:C026959	NA	NA	NA
Pyrimidine	mesh:C030986	NA	NA	NA
Pyrimidines	mesh:C030986	NA	NA	NA
2-deoxyadenosine	mesh:C058118	NA	NA	NA
Adenine	mesh:D000225	Adenine	adenine	chebi:16708
Adenosine	mesh:D000241	Adenosine	adenosine	chebi:16335
Aspartate	mesh:D001224	NA	NA	NA
carnitine	mesh:D002331	NA	NA	NA
cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
Choline	mesh:D002794	Choline	choline	chebi:15354
Creatine	mesh:D003401	Creatine	creatine	chebi:16919
Cystathionine	mesh:D003540	Cystathionine	cystathionine	chebi:17755
Cytidine	mesh:D003562	Cytidine	cytidine	chebi:17562
CDP	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
CMP	mesh:D003568	Cytidine Monophosphate	cytidine 5'-monophosphate	chebi:17361
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Fumarate	mesh:D005650	NA	NA	NA
GABA	mesh:D005680	gamma-Aminobutyric Acid	gamma-aminobutyric acid	chebi:16865
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glucuronate	mesh:D005965	Glucuronates	glucuronates	chebi:33903
Glutamine	mesh:D005973	Glutamine	glutamine	chebi:28300
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
Guanine	mesh:D006147	Guanine	guanine	chebi:16235
Guanosine	mesh:D006151	Guanosine	guanosine	chebi:16750
Hexose diphosphate	mesh:D006601	Hexoses	hexose	chebi:18133
Inosine	mesh:D007288	Inosine	inosine	chebi:17596
Inositol	mesh:D007294	Inositol	myo-inositol	chebi:17268
Isocitrate	mesh:D007523	NA	NA	NA
isoleucine	mesh:D007532	Isoleucine	L-isoleucine	chebi:17191
leucine	mesh:D007930	Leucine	L-leucine	chebi:15603
Niacinamide	mesh:D009536	Niacinamide	nicotinamide	chebi:17154
Pentose phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Purine	mesh:D011687	Purines	purines	chebi:26401
Purines	mesh:D011687	Purines	purines	chebi:26401
Putrescine	mesh:D011700	Putrescine	putrescine	chebi:17148
Pyroglutamic acid	mesh:D011761	Pyrrolidonecarboxylic Acid	5-oxoproline	chebi:16010
Pyruvate	mesh:D011773	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Taurine	mesh:D013654	Taurine	taurine	chebi:15891
DTMP	mesh:D013938	Thymidine Monophosphate	dTMP	chebi:17013
Thymine	mesh:D013941	Thymine	thymine	chebi:17821
Uracil	mesh:D014498	Uracil	uracil	chebi:17568
Urea	mesh:D014508	Urea	urea	chebi:16199
Uridine	mesh:D014529	Uridine	uridine	chebi:16704
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
UMP,UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
UMP	mesh:D014542	Uridine Monophosphate	uridine 5'-monophosphate	chebi:16695
Valine	mesh:D014633	Valine	L-valine	chebi:16414
Glutamate	mesh:D018698	NA	NA	NA
Hypoxanthine	mesh:D019271	Hypoxanthine	hypoxanthine	chebi:17368
Lactate	mesh:D019344	NA	NA	NA
Xanthine	mesh:D019820	NA	NA	NA
