word	source	identifier
3-phosphoglycerate -----> pyruvate	MESH	C005156
1,3-biphosphoglycerate	MESH	C015891
Acetaldehyde	MESH	D000079
Acetal	MESH	D000080
Aconitate	MESH	D000156
Ethanol	MESH	D000431
Aldehyde	MESH	D000447
Dopamine	MESH	D004298
FAD	MESH	D005182
Fatty acid	MESH	D005227
Fructose	MESH	D005632
Fumarate	MESH	D005650
GABA	MESH	D005680
Glucose	MESH	D005947
Glyceraldehyde-3-P	MESH	D005985
Glycine	MESH	D005998
Glyoxylate	MESH	D006038
Histamine	MESH	D006632
L-Histidine	MESH	D006639
Isocitrate	MESH	D007523
L-DOPA	MESH	D007980
Oxaloacetate	MESH	D010071
Hexadecanoyl-CoA	MESH	D010171
Pyruvate	MESH	D011773
Serine	MESH	D012694
Serotonin	MESH	D012701
Succinate	MESH	D013386
L-Tryptophan	MESH	D014364
L-glutamate	MESH	D018698
GSSG	MESH	D019803
