word	mesh	match	name	chebi
acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Acetoacetyl	mesh:C010667	NA	NA	NA
Mevalonate	mesh:D008798	NA	NA	NA
Mevalonate 5-P	mesh:D008798	NA	NA	NA
Mevalonate 5-PP	mesh:D008798	NA	NA	NA
Isopentenyl	mesh:C004809	NA	NA	NA
Dimethylallyl	mesh:C043060	NA	NA	NA
Geranyl	mesh:C031049	teprenone	geranylgeranylacetone	chebi:31649
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
Geranylgeranyl	mesh:C002963	2-trans,6-trans,10-trans-geranylgeranyl diphosphate	geranylgeranyl pyrophosphate	chebi:48861
Dolichol	mesh:D004286	Dolichols	dolichol	chebi:16091
