word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
6-phosphate	mesh:D010710	NA	NA	NA
Fructose phosphate	mesh:C052127	NA	NA	NA
PFKP	NA	NA	NA	NA
Fructose-1,6-bisphosphate	mesh:C029063	keto-D-fructose 1,6-bisphosphate	fructose-1,6-diphosphate	chebi:16905
Glyceraldehyde 3-phosphate Dihydroxyacetone phosphate	mesh:D005986	Glyceraldehyde 3-Phosphate	glyceraldehyde 3-phosphate	chebi:17138
bisphosphoglycerate	mesh:D004163	NA	NA	NA
3-phosphoglycerate	mesh:C005156	NA	NA	NA
2-phosphoglycerate	mesh:C008885	NA	NA	NA
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Pyruvate	mesh:D011773	NA	NA	NA
CoA	mesh:C065987	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
