word	source	identifier
linolenic acid	MESH	D008042
Linolenic acid	MESH	D008042
Mg	MESH	D008274
Vitamin C	MESH	D001205
Zinc	MESH	D015032
Stearidonic acid	MESH	C062895
T-linolenic acid	MESH	D008042
biotin	MESH	D001710
Vitamin c	MESH	C059630
Eicosatetraenoic acid	MESH	D001095
Dihomo-y-linolenic acid	MESH	D015126
DGLA	MESH	C081568
Eicosapentaenoic acid	MESH	D015118
Arachidonic acid	MESH	D001095
eicosanoids	MESH	D015777
Docosapentaenoic acid	MESH	C026219
DPA	MESH	C502590
Docosatetraenoic acid	MESH	C011395
Docosahexaenoic acid	MESH	D004281
DHA	MESH	C111716
