word	source	identifier
UMP AICAR	MESH	C031143
Acetate	MESH	D000085
Adenine	MESH	D000225
Alanine	MESH	D000409
D-alanine	MESH	D000409
Ethanol	MESH	D000431
Arabinose	MESH	D001089
Arginine Ornithine	MESH	D001120
Asparagine	MESH	D001216
Chloride	MESH	D002712
Cysteine	MESH	D003545
Cytosine	MESH	D003596
Galactitol	MESH	D004376
Fatty acid	MESH	D005227
Folate	MESH	D005492
Fructose	MESH	D005632
Fructose-6P	MESH	D005632
Galactose	MESH	D005690
Glucose	MESH	D005947
Glutamine	MESH	D005973
Glyceraldehyde-3P	MESH	D005985
Glycine Formate	MESH	D005998
Guanine	MESH	D006147
Lactose	MESH	D007785
Mannose	MESH	D008358
Proline Amino acids	MESH	D011392
Purine	MESH	D011687
Pyruvate	MESH	D011773
Ribose	MESH	D012266
Serine	MESH	D012694
Teichoic acid	MESH	D013682
Thymine	MESH	D013941
Uracil	MESH	D014498
UDP	MESH	D014530
Glutamate	MESH	D018698
D-Lactate	MESH	D019344
L-lactate	MESH	D019344
