word	mesh	match	name	chebi
Ac20	mesh:D000186	Actinium	actinium atom	chebi:33337
CH	mesh:C103208	NA	NA	NA
NO	NA	NA	NA	NA
ZnClz	mesh:D015032	NA	NA	NA
Pd	mesh:D010165	Palladium	palladium	chebi:33363
N2	mesh:D009584	Nitrogen	dinitrogen	chebi:17997
Br	mesh:C068746	NA	NA	NA
NH3	mesh:D000641	Ammonia	ammonia	chebi:16134
DMSO	mesh:D004121	Dimethyl Sulfoxide	dimethyl sulfoxide	chebi:28262
THF	mesh:C006461	NA	NA	NA
Boc20	mesh:C033373	NA	NA	NA
TFA	mesh:C512801	NA	NA	NA
dicarboxylic acids	mesh:D003998	Dicarboxylic Acids	dicarboxylic acid	chebi:35692
DMAP	mesh:C003885	NA	NA	NA
DIPEA	mesh:C027070	NA	NA	NA
DMF	mesh:C503868	NA	NA	NA
diacyl chlorides	mesh:C470046	NA	NA	NA
lauric acid	mesh:D007850	NA	NA	NA
