word	source	identifier
NO3-NIA NO2	MESH	D026023
NH	MESH	D000641
Amides	MESH	D000577
Polyamines	MESH	D011073
Amino acids	MESH	D000596
Asp	MESH	C108952
Asn	MESH	C528802
Val	MESH	C081489
His	MESH	C471213
TCA	MESH	C000589078
PPT	MESH	C476638
DHAP TPI G3P GAPDH BPG PEP Pyr	MESH	C091495
Isoprene	MESH	C005059
Cys	MESH	C046557
Ac	MESH	D000186
Nicotianamine	MESH	C082893
Trp	MESH	C509690
Tyr	MESH	C042696
Phe	MESH	C026650
Aldoxime	MESH	C023728
acetonitrile	MESH	C032159
Mugineic acids	MESH	C052863
Phenyl	MESH	C064635
Flavonoid	MESH	D005419
Phenolic	MESH	C017616
Phenylpropanoid	MESH	C520402
Tannins	MESH	D047348
glucosides	MESH	D005960
