word	mesh	match	name	chebi
glucosamine-6-phosphate	mesh:C001293	alpha-D-glucosamine 6-phosphate	glucosamine 6-phosphate	chebi:15873
N-acetylglucosamine-6-phosphate	mesh:C010004	NA	NA	NA
N-acetylglucosamine-1-phosphate	mesh:C026146	NA	NA	NA
fructose-6-phosphate	mesh:C027618	NA	NA	NA
fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
glutamine	mesh:D005973	Glutamine	glutamine	chebi:28300
hexosamine	mesh:D006595	Hexosamines	hexosamine	chebi:24586
OH UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
glutamate	mesh:D018698	NA	NA	NA
glucose-6-phosphate	mesh:D019298	NA	NA	NA
