word	type	identifier
Glc	Chemical	MESH:C105508
Glucose	Chemical	MESH:D005947
Glc	Chemical	MESH:C105508
Pyruvate	Chemical	MESH:D011773
Lactate	Chemical	MESH:D019344
Glucose	Chemical	MESH:D005947
Nucleotide	Chemical	MESH:D009711
NADPH	Chemical	MESH:D009249
UDP	Chemical	MESH:D014530
GlcNAC	Chemical	MESH:C086501
Serine	Chemical	MESH:C047902
Glycine	Chemical	MESH:D005998
Glutamine	Chemical	MESH:C578860
Gln	Chemical	MESH:C544323
Glutamate	Chemical	NA
Glu	Chemical	MESH:C094686
Isocitrate	Chemical	MESH:D007523
Citrate	Chemical	MESH:C102006
Pyruvate Acetyl	Chemical	MESH:D011773
ketoglutarate	Chemical	MESH:C029743
NAD NADH Oxaloacetate	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
NADH NADH	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
TCA	Chemical	MESH:C000589078
GDP	Chemical	MESH:D006153
ADP	Chemical	MESH:D000244
GTP	Chemical	MESH:D006160
ATP	Chemical	MESH:D000255
NADH NAD	Chemical	MESH:D009243
Succinyl-CoA	Chemical	MESH:C012046
Succinate	Chemical	MESH:D013386
Fumarate	Chemical	MESH:D005650
