word	mesh	match	name	chebi
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Fructose Glycerol	mesh:D005632	Fructose	fructose	chebi:28757
NADPH	mesh:D009249	NA	NA	NA
XR	mesh:C101971	NA	NA	NA
Xylitol	mesh:D014993	Xylitol	xylitol	chebi:17151
NADPH6PGD	mesh:D009249	NA	NA	NA
Xylulose-5-P	mesh:D014996	Xylulose	xylulose	chebi:27353
6PGLGlucose-6-P	mesh:C043832	NA	NA	NA
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Fructose-6-P Fructose-1-P	mesh:D005632	Fructose	fructose	chebi:28757
Fructose-1,6-BP	mesh:D005632	Fructose	fructose	chebi:28757
Dicarboxylic acid	mesh:D003998	Dicarboxylic Acids	dicarboxylic acid	chebi:35692
Pentose Phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Glycerol-3-P	mesh:D005990	Glycerol	glycerol	chebi:17754
hydroxyl-FA	mesh:D017665	Hydroxyl Radical	hydroxyl	chebi:29191
Pyruvate	mesh:D011773	NA	NA	NA
Citrate	mesh:C102006	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
TCA	mesh:C000589078	NA	NA	NA
isocitrate	mesh:D007523	NA	NA	NA
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Fumarate	mesh:D005650	NA	NA	NA
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
LPA	mesh:C522988	NA	NA	NA
acyl-CoA	mesh:D000214	NA	NA	NA
alcohol	mesh:D000431	Ethanol	ethanol	chebi:16236
ALA	mesh:C114767	NA	NA	NA
EPA	mesh:C062422	NA	NA	NA
Acetyl	mesh:C011632	NA	NA	NA
DPA	mesh:C502590	NA	NA	NA
Astaxanthin	mesh:C005948	astaxanthin	astaxanthine	chebi:40968
DHA	mesh:C111716	NA	NA	NA
Canthaxanthin	mesh:D016644	Canthaxanthin	canthaxanthin	chebi:3362
B-carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
Lycopene	mesh:C015329	NA	NA	NA
Phytoene	mesh:C100185	NA	NA	NA
FPP	mesh:C039834	NA	NA	NA
