word	source	identifier
docosapentaenoic acid	MESH	C026219
n-3 docosapentaenoic acid	MESH	C026219
stearidonic acid	MESH	C062895
arachidonic acid o3-fatty acid	MESH	D001095
eicosatetraenoic acid	MESH	D001095
docosahexaenoic acid	MESH	D004281
4-fatty acid	MESH	D005227
49-fatty acid	MESH	D005227
A12-fatty acid	MESH	D005227
A5-fatty acid	MESH	D005227
A6-fatty acid	MESH	D005227
A8-fatty acid	MESH	D005227
A9-fatty acid	MESH	D005227
C16-fatty acid	MESH	D005227
Fatty Acid	MESH	D005227
linoleic acid	MESH	D008041
linolenic acid	MESH	D008042
oleic acid	MESH	D009829
stearic acid	MESH	D013229
eicosapentaenoic acid	MESH	D015118
palmitic acid	MESH	D019308
