word	type	identifier
O-5-Deoxyleu	Chemical	MESH:D013481
cocyanidin	Chemical	NA
Garbanzol	Chemical	NA
CHI	Chemical	MESH:C084533
Butein	Chemical	MESH:C040918
Luteolin	Chemical	MESH:D047311
AMOT	Chemical	MESH:C423985
Chrysoseriol	Chemical	NA
Penonidin	Chemical	NA
AMOT	Chemical	MESH:C423985
Quercetin	Chemical	MESH:D011794
O-5-Deoxyleu	Chemical	MESH:D013481
copelargonidin	Chemical	NA
Dihydrofisetin	Chemical	NA
Liquiritigenin	Chemical	MESH:C083152
CHI	Chemical	MESH:C084533
Isoliquiritigenin	Chemical	MESH:C040920
Catechin	Chemical	MESH:D002392
Dihydroquercitin	Chemical	NA
Apigenin	Chemical	MESH:D047310
Epicatechin	Chemical	MESH:D002392
Leucocyanidin	Chemical	MESH:C001532
Cyanidin	Chemical	MESH:C017154
Phenylalanine	Chemical	MESH:C119108
Cinnamic acid	Chemical	MESH:C029010
p-Coumaric acid	Chemical	MESH:C032171
Kaempferol	Chemical	MESH:D044949
Cyanidin 3-0-glucoside	Chemical	MESH:C114438
p-Coumaroyl-CoA	Chemical	MESH:C058644
Naringenin chalcone	Chemical	MESH:C027329
Afzelechin	Chemical	MESH:C510796
Epiafzelechin	Chemical	MESH:C120647
Naringenin	Chemical	MESH:C005273
CHI	Chemical	MESH:C084533
F35H	Chemical	MESH:C533290
Dihydrokaempferol	Chemical	MESH:C080220
Leucopelargonidin	Chemical	MESH:C087775
Pelargonidin	Chemical	MESH:C066957
F35H	Chemical	MESH:C533290
Pelargonidin 3-0	Chemical	MESH:C066957
glucoside	Chemical	MESH:D005960
Flavones	Chemical	MESH:C043562
Flavonols	Chemical	MESH:D044948
Anthocyanins	Chemical	MESH:D000872
Proanthocyanidins	Chemical	MESH:D044945
Flavanones	Chemical	MESH:D044950
Caffeoyl	Chemical	MESH:C058645
Pentahydroxyflavonone	Chemical	MESH:C461740
Myricetin	Chemical	MESH:C040015
Gallocatechin	Chemical	MESH:C057580
Dihydromyricetin	Chemical	MESH:C472036
Epigallocatechin	Chemical	MESH:C057580
Leucodelphinidin	Chemical	MESH:C031451
Delphinidin	Chemical	MESH:C017185
Delphinidin	Chemical	MESH:C017185
glucoside	Chemical	MESH:D005960
PAYG003797	Chemical	NA
PAYG001693	Chemical	NA
PAYG021433	Chemical	NA
PAYG038751	Chemical	NA
PAYG010986	Chemical	NA
PAYG014625	Chemical	NA
PAYG021971	Chemical	NA
PAYG005204	Chemical	NA
PAYG002876	Chemical	NA
PAYG012087	Chemical	NA
PAYG030374	Chemical	NA
PAYG006060	Chemical	NA
PAYG025299	Chemical	NA
PAYG030616	Chemical	NA
PAYG000880	Chemical	NA
PAYG003415	Chemical	NA
PAYG003417	Chemical	NA
PAYG010093	Chemical	NA
PAYG009441	Chemical	NA
PAYG009442	Chemical	NA
PAYG009443	Chemical	NA
PAYG017684	Chemical	NA
PAYG017685	Chemical	NA
PAYG017686	Chemical	NA
PAYG027772	Chemical	NA
PAYG027773	Chemical	NA
CHI	Chemical	MESH:C084533
