word	mesh	match	name	chebi
erythrose-4P	mesh:C073321	erythrose	erythrose	chebi:33946
2-keto-3-deoxy-6-phosphogluconate	mesh:C081217	NA	NA	NA
fructose	mesh:D005632	Fructose	fructose	chebi:28757
fructose-6P	mesh:D005632	Fructose	fructose	chebi:28757
6P-gluconate	mesh:D005942	Gluconates	gluconates	chebi:33804
gluconate	mesh:D005942	Gluconates	gluconates	chebi:33804
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
glyceraldehyde-3P	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
pyruvate	mesh:D011773	NA	NA	NA
ribose-5P	mesh:D012266	NA	NA	NA
