word	source	identifier
Sulfate	MESH	D013431
triacylglycerol	MESH	D014280
sulfate	MESH	D013431
ATP	MESH	D000255
fatty acid	MESH	D005227
adenylyl sulfate	MESH	D000250
glycerol	MESH	D005990
3-phosphoadenylyl sulfate	MESH	D013431
PAPS	MESH	C072514
glycerol-3-P	MESH	D005990
glyceraldehyde	MESH	D005985
sulfite	MESH	D013447
enoyl-CoA	MESH	C530366
dihydroxyacetone	MESH	D004098
phosphate	MESH	D010710
glycerate	MESH	C490048
hydroxyacyl-CoA	MESH	C065987
sulfide	MESH	D013440
O-acetylserine	MESH	C008131
3-phosphoglycerate	MESH	C005156
3-ketoacyl-CoA	MESH	C065987
cysteine	MESH	D003545
acyl-CoA	MESH	D000214
acyl-carnitine	MESH	D002331
acetyl-CoA	MESH	D000105
