word	source	identifier
Glucose	MESH	D005947
Citrate	MESH	C102006
Glucose-6-P	MESH	D005947
Ribulose-5-P	MESH	C100182
Acetyl-CoA	MESH	D000105
NADPH	MESH	D009249
Malonyl-CoA	MESH	D008316
DHAP	MESH	C017202
UDP	MESH	D014530
Fatty acid	MESH	D005227
Glycerol-3-Pe Glycerol-3-P	MESH	D005990
Glycerol	MESH	D005990
Phosphoenol	MESH	C015443
pyruvate	MESH	D011773
Oxaloacetate	MESH	D010071
Triglyceride	MESH	D014280
Lactate	MESH	D019344
Pyruvate	MESH	D011773
Malate	MESH	D008293
Acyl-CoA	MESH	D000214
TCA	MESH	C000589078
