word	type	identifier
4-phosphate	Chemical	MESH:D010710
pentose phosphate	Chemical	MESH:D010429
Gallic acid	Chemical	MESH:D005707
tannins	Chemical	MESH:D047348
Flavonol	Chemical	MESH:D044948
Flavone	Chemical	MESH:C043562
Isoflavone	Chemical	MESH:D007529
Phenylalanine	Chemical	MESH:C119108
Chalcones	Chemical	MESH:D047188
trans-Cinnamic acid	Chemical	MESH:C426667
p-Coumaric acid	Chemical	MESH:C032171
Isoflavane	Chemical	MESH:C433021
phosphenolpyruvic acid	Chemical	MESH:D000596
Anthocyanidine	Chemical	NA
Benzoic acid	Chemical	MESH:D019817
Flavanone	Chemical	MESH:D044950
Isoflavanone	Chemical	MESH:C065753
Flavanonol	Chemical	MESH:C455720
Phenylpropanoids	Chemical	MESH:C520402
Coumarins	Chemical	MESH:C030123
lignin	Chemical	MESH:D008031
