word	mesh	match	name	chebi
Carbamoyl Phosphate	mesh:D002221	Carbamyl Phosphate	carbamoyl phosphate	chebi:17672
2 ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
HCO	mesh:C504136	NA	NA	NA
NH3	mesh:D000641	Ammonia	ammonia	chebi:16134
2ADP	mesh:C414437	NA	NA	NA
Pi	mesh:D005165	NA	NA	NA
N-Acethylglutamate	mesh:D009584	Nitrogen	dinitrogen	chebi:17997
Ornithine	mesh:C008973	NA	NA	NA
Argininosuccinate	mesh:C042049	NA	NA	NA
Aspartate	NA	NA	NA	NA
UREA	NA	NA	NA	NA
Arginosuccinate	NA	NA	NA	NA
Arginine	mesh:D001127	Arginine Vasopressin	argipressin	chebi:34543
Fumarate	mesh:D005650	NA	NA	NA
