word	type	identifier
Lactate	Chemical	MESH:D019344
Lactyl	Chemical	MESH:C047009
ATP	Chemical	MESH:D000255
Lactate	Chemical	MESH:D019344
Glucose	Chemical	MESH:D005947
Pyruvate	Chemical	MESH:D011773
Glucose	Chemical	MESH:D005947
Oxaloacetate	Chemical	MESH:D010071
Acetyl	Chemical	MESH:C011632
ATP	Chemical	MESH:D000255
Citrate	Chemical	MESH:C102006
TCA	Chemical	MESH:C000589078
Succinyl-CoA	Chemical	MESH:C012046
Glutamine	Chemical	MESH:C578860
Cholesterol	Chemical	MESH:D002784
Glutamine	Chemical	MESH:C578860
Glutamate	Chemical	NA
