word	type	identifier
Phenylalanine	Chemical	MESH:C119108
Cinnamic acid	Chemical	MESH:C029010
p-Coumaric acid	Chemical	MESH:C032171
p-Coumaroyl	Chemical	MESH:C540136
aldehyde	Chemical	MESH:D000447
Coumaryl alcohol	Chemical	MESH:C495469
H Lignin	Chemical	MESH:D008031
Caffeic acid	Chemical	MESH:D002109
Caffeoyl CoA	Chemical	MESH:C058645
Caffeyl aldehyde	Chemical	MESH:D000447
Caffeyl alcohol	Chemical	MESH:D000431
Ferulic acid	Chemical	MESH:C004999
Feruloyl CoA	Chemical	MESH:C119167
Coniferyl aldehyde	Chemical	MESH:C075384
Coniferyl alcohol	Chemical	MESH:C010559
Lignin	Chemical	MESH:D008031
5-OH Ferulic acid	Chemical	MESH:C004999
Coniferin	Chemical	MESH:C016316
5-OH Feruloyl CoA	Chemical	MESH:C119167
5-OH conifer aldehyde	Chemical	MESH:D000447
5-OH coniferyl alcohol	Chemical	MESH:C010559
Ti	Chemical	MESH:D014025
Syringin	Chemical	MESH:C028305
Sinapic acid	Chemical	MESH:C073734
Sinapoyl	Chemical	MESH:C080229
aldehyde	Chemical	MESH:D000447
Sinapyl alcohol	Chemical	MESH:C496130
S	Chemical	MESH:D013455
Lignin	Chemical	MESH:D008031
