word	mesh	match	name	chebi
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Proline	mesh:C489032	Ile-Pro-Pro	isoleucyl-prolyl-proline	chebi:158716
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
1K	mesh:D011188	Potassium	potassium atom	chebi:26216
Mg	mesh:D008274	Magnesium	magnesium atom	chebi:25107
DHA	mesh:C111716	NA	NA	NA
GSH	mesh:D005978	Glutathione	glutathione	chebi:16856
GSSG	mesh:D019803	Glutathione Disulfide	glutathione disulfide	chebi:17858
Phenolic	mesh:C017616	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
