word	source	identifier
Strigolactone	MESH	C000591191
Geranylgeranyl diphosphate	MESH	C002963
Violaxanthin	MESH	C005613
Geranylacetone	MESH	C009884
Neoxanthin	MESH	C011947
Xanthoxin	MESH	C012475
Antheraxanthin	MESH	C031140
15-cis phytoene	MESH	C100185
Zeinoxanthin	MESH	C503770
Abscisic acid	MESH	D000040
aldehyde	MESH	D000447
15,9-tri-cis- -carotene	MESH	D002338
8-carotene	MESH	D002338
9,9-di-cis--carotene	MESH	D002338
B-carotene	MESH	D002338
Y-carotene	MESH	D002338
carotene	MESH	D002338
6-epoxide	MESH	D004852
Lutein	MESH	D014975
B-ionone	MESH	D045792
ionone	MESH	D045792
C-Norisoprenoids	MESH	D045792
Zeaxanthin	MESH	D065146
