word	mesh	match	name	chebi
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
Dehydrotomatidine	NA	NA	NA	NA
tomatidenol	mesh:C012037	NA	NA	NA
Tomatidine	mesh:C003677	NA	NA	NA
Glu	mesh:C094686	Glu-Glu	glutamyl-glutamic acid	chebi:5390
Glu-Gal-O	mesh:C512673	NA	NA	NA
Glu-Gal-C	mesh:C512673	NA	NA	NA
Dehydrotomatine	mesh:C484752	Dehydrotomatine	dehydrotomatine	chebi:143063
tomatine	mesh:D014053	Tomatine	tomatine	chebi:9630
Ac	mesh:D000186	Actinium	actinium atom	chebi:33337
Esculeoside A	mesh:C530544	esculeoside A	esculeoside A	chebi:65866
Dehydroesculeoside A	NA	NA	NA	NA
Dehydro-lycoperoside H	mesh:C485037	NA	NA	NA
lycoperoside	mesh:C485037	NA	NA	NA
Solasodine	mesh:C012037	NA	NA	NA
Soladulcidine	mesh:C520407	NA	NA	NA
solasonine	mesh:C026608	alpha-Solamarine	alpha-solamargine	chebi:172847
