word	type	identifier
2NAD	Chemical	MESH:D009243
Ethanol	Chemical	MESH:D000431
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
2NADH	Chemical	MESH:D009243
Acetate	Chemical	MESH:D000085
Citrate	Chemical	MESH:C102006
Acetyl-CoA	Chemical	MESH:D000105
Isocitrate	Chemical	MESH:D007523
Glyoxylate	Chemical	MESH:D006038
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
ADP	Chemical	MESH:D000244
CO2	Chemical	MESH:D002245
Oxaloacetate	Chemical	MESH:D010071
Malate	Chemical	MESH:D008293
NADP	Chemical	MESH:D009249
NADPH	Chemical	MESH:D009249
Pyruvate	Chemical	MESH:D011773
Acetolactate	Chemical	MESH:C006359
NADPH	Chemical	MESH:D009249
NADP	Chemical	MESH:D009249
NADH	Chemical	MESH:D009243
2,3-dihydroxy-isovalerte	Chemical	MESH:C063423
2-ketoisovalerate	Chemical	MESH:C001505
NADPH	Chemical	MESH:D009249
NADP	Chemical	MESH:D009249
NADH	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
Isobutanol	Chemical	MESH:C040507
NAD	Chemical	MESH:D009243
Lactate	Chemical	MESH:D019344
NADP	Chemical	MESH:D009249
NAD	Chemical	MESH:D009243
NADPH	Chemical	MESH:D009249
NADH	Chemical	MESH:D009243
