word	source	identifier
Naringenin chalcone	MESH	C027329
ALA	MESH	D000409
4-aminobutyrate	MESH	D000613
ARG	MESH	D001120
ASN	MESH	D001216
Chlorogenic acid	MESH	D002726
ChlorophyllB	MESH	D002734
CYS	MESH	D003545
Fatty acids	MESH	D005227
Galactose	MESH	D005690
Gluconate	MESH	D005942
GLN	MESH	D005973
Glycerol	MESH	D005990
GlycerolP	MESH	D005990
GLY	MESH	D005998
Inositol	MESH	D007294
Inositol-P	MESH	D007294
LEU	MESH	D007930
Linoleic acid	MESH	D008041
Oleic acid	MESH	D009829
PHE	MESH	D010649
Phytol	MESH	D010836
Phylloquinone	MESH	D010837
PRO	MESH	D011392
Putrescine	MESH	D011700
Quercetin	MESH	D011794
Quinic acid	MESH	D011801
Ribose	MESH	D012266
SER	MESH	D012694
Sorbitol	MESH	D013012
Sorbitol-6P	MESH	D013012
Stearic acid	MESH	D013229
Trehalose	MESH	D014199
TYR	MESH	D014443
GLU	MESH	D018698
Lactic acid	MESH	D019344
Benzoic acid	MESH	D019817
Tocopherol	MESH	D024505
