word	source	identifier
bile acid	MESH	D001647
Bile Acids	MESH	D001647
Cholic Acid	MESH	D002793
Cholesterol	MESH	D002784
CDCA	MESH	C081330
Chenodeoxycholic Acid	MESH	D002635
UDCA	MESH	C433771
Ursodeoxycholic Acid	MESH	D014580
TCA	MESH	C000589078
Taurocholic Acid	MESH	D013656
TCDCA		
Taurochenodeoxycholic Acid	MESH	D013655
DCA	MESH	C048628
Deoxycholic Acid	MESH	D003840
Lithocholic Acid	MESH	D008095
Muricholic Acid	MESH	C004821
hydroxycholesterol	MESH	D006888
B-Muricholic Acid	MESH	C004821
Hyocholic Acid	MESH	C004821
HDCA	MESH	C061217
Hyodeoxycholic Acid	MESH	C010471
MDCA	MESH	C540066
Murideoxycholic Acid	MESH	C010471
HDCA MDCA	MESH	C061217
