word	mesh	match	name	chebi
Glucose-alanine	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Amino acid	mesh:D000596	NA	NA	NA
Glutamate	NA	NA	NA	NA
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
2,8-Dihydrosyquinoline	mesh:C090700	NA	NA	NA
Quinolinie acid	mesh:D000596	NA	NA	NA
Alanine-glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
UTP	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
Pyruyic acid	mesh:D000596	NA	NA	NA
Glucose-6-phosphateRibotide Nucleje acid	mesh:D019298	NA	NA	NA
TCytosin	NA	NA	NA	NA
N-Carbamyl-glutamate	NA	NA	NA	NA
Histidine	mesh:C115717	NA	NA	NA
Pentose phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
N-Acetyl-D-galactosamine	mesh:D000116	Acetylgalactosamine	N-acetyl-D-galactosamine	chebi:28037
4-Dihydroxy-2-naphthoic acid	mesh:C024023	NA	NA	NA
Acetyl-Co	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
DHAP	mesh:C017202	NA	NA	NA
Asparagine	mesh:C050801	NA	NA	NA
4-Pyridoxic acid	mesh:D011735	Pyridoxic Acid	4-pyridoxic acid	chebi:17405
glycerol 1-phosphate	mesh:C029620	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Diglycerol	mesh:C409185	NA	NA	NA
Succinyl-CoA	mesh:C012046	NA	NA	NA
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
D-galacturonic acid	mesh:C007819	NA	NA	NA
Alpha-ketoglutarie acid	mesh:C002934	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Tyrocine	NA	NA	NA	NA
Urea	mesh:D014508	Urea	urea	chebi:16199
Omithine	NA	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Tartronic acid	mesh:C032973	hydroxymalonic acid	tartronic acid	chebi:16513
Aminomalonic acid	mesh:C019249	NA	NA	NA
Homogentisic acid	mesh:D006713	NA	NA	NA
Citruline	mesh:C113426	NA	NA	NA
5-Aminovaleric acid	mesh:C004387	NA	NA	NA
