word	type	identifier
NAD(P)H NAD	Chemical	MESH:D009243
DHPPA	Chemical	MESH:C019344
NAD(P)H NAD	Chemical	MESH:D009243
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Ac	Chemical	MESH:D000186
ATP	Chemical	MESH:D000255
L-Amino acids	Chemical	MESH:D000596
DHPPA-Val	Chemical	MESH:C019344
DHPPA	Chemical	MESH:C019344
ADP	Chemical	MESH:D000244
NAD(P)H NAD	Chemical	MESH:D009243
Gly	Chemical	MESH:C070361
Ala	Chemical	MESH:C026593
Val	Chemical	MESH:C081489
Ser	Chemical	MESH:C530429
Thr	Chemical	MESH:C055175
Leu	Chemical	MESH:C038361
Met	Chemical	MESH:C034758
Lys	Chemical	MESH:C026591
Arg	Chemical	MESH:C076685
Asn	Chemical	MESH:C528802
Gln	Chemical	MESH:C544323
Trp	Chemical	MESH:C509690
Phe	Chemical	MESH:C026650
His	Chemical	MESH:C471213
Ac	Chemical	MESH:D000186
