word	mesh	match	name	chebi
Met	mesh:C034758	Met-Met	methionylmethionine	chebi:74707
NIPA	mesh:C561402	NA	NA	NA
Cystine	mesh:D003553	Cystine	cystine	chebi:17376
Leu	mesh:C038361	NA	NA	NA
Thr	mesh:C055175	NA	NA	NA
Lys	mesh:C026591	NA	NA	NA
Cys	mesh:C046557	NA	NA	NA
ThrA	mesh:C055175	NA	NA	NA
Ala	mesh:C026593	NA	NA	NA
Asp	mesh:C108952	Asp-Asp	aspartyl-aspartic acid	chebi:73446
Ser	mesh:C530429	NA	NA	NA
Asn	mesh:C528802	NA	NA	NA
AsnB	mesh:C528802	NA	NA	NA
SerA	mesh:C530429	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Oxaloacetate	mesh:D010071	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Acetyl-CoA --- Acetate	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
TrpE	mesh:C509690	NA	NA	NA
Citrate	mesh:C102006	NA	NA	NA
Isocitrate	mesh:D007523	NA	NA	NA
2-oxoglutarate	mesh:C029743	NA	NA	NA
Succinyl-CoA	mesh:C012046	NA	NA	NA
Phe	mesh:C026650	NA	NA	NA
Tyr	mesh:C042696	NA	NA	NA
Trp	mesh:C509690	NA	NA	NA
Glu	mesh:C094686	Glu-Glu	glutamyl-glutamic acid	chebi:5390
