word	mesh	match	name	chebi
geraniol	mesh:C007836	geraniol	geraniol	chebi:17447
linalool	mesh:C018584	NA	NA	NA
geranyl diphosphate	mesh:C511282	NA	NA	NA
cytidine	mesh:D003562	Cytidine	cytidine	chebi:17562
D-erythritol	mesh:D004896	Erythritol	erythritol	chebi:17113
glyceraldehyde	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
3-phosphate	mesh:D010710	NA	NA	NA
4-phosphate	mesh:D010710	NA	NA	NA
5-phosphate	mesh:D010710	NA	NA	NA
diphosphate	mesh:D011756	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
