word	mesh	match	name	chebi
dGMP	mesh:C007257	NA	NA	NA
Arginine	mesh:D001120	Arginine	arginine	chebi:29016
Deoxycytidine	mesh:D003841	Deoxycytidine	2'-deoxycytidine	chebi:15698
2-Diacylglycerol	mesh:D004075	Diglycerides	diglyceride	chebi:18035
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Aldophosphamide Proline	mesh:D011392	Proline	L-proline	chebi:17203
proline	mesh:D011392	Proline	L-proline	chebi:17203
Purine	mesh:D011687	Purines	purines	chebi:26401
Glutamate	mesh:D018698	NA	NA	NA
Lecithin	mesh:D054709	1,2-diacyl-sn-glycero-3-phosphocholine(1+)	Lecithins	chebi:16110
