word	mesh	match	name	chebi
3-Phosphoglycerate	mesh:C005156	NA	NA	NA
6-Phosphogluconate	mesh:C008884	NA	NA	NA
2-Phosphoglycerate	mesh:C008885	NA	NA	NA
1,3-Biphosphoglycerate	mesh:C015891	NA	NA	NA
Fructose-6-phosphate	mesh:C027618	NA	NA	NA
Fructose-1,6-bisphosphate	mesh:C029063	keto-D-fructose 1,6-bisphosphate	fructose-1,6-diphosphate	chebi:16905
Ribulose 5-phosphateRibulose	mesh:C031524	ribulose 5-phosphate	ribulose 5-phosphate	chebi:37455
6-Phosphogluconolactone	mesh:C114004	NA	NA	NA
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
DHAP Glyceraldehyde	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
Glyceraldehyde	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
Metformin	mesh:D008687	Metformin	metformin	chebi:6801
3-phosphate	mesh:D010710	NA	NA	NA
4-phosphate 6-phosphate	mesh:D010710	NA	NA	NA
5-phosphate 5-phosphate	mesh:D010710	NA	NA	NA
7-phosphate	mesh:D010710	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Pyruvate	mesh:D011773	NA	NA	NA
Ribose	mesh:D012266	NA	NA	NA
Serine	mesh:D012694	Serine	L-serine	chebi:17115
Glucose 6-phosphate ---------- Glucose-6-phosphate	mesh:D019298	NA	NA	NA
