word	mesh	match	name	chebi
Acyl-CoA	mesh:D000214	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Palmitate	mesh:D010168	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Mevalonate	mesh:D008798	NA	NA	NA
Cholesteryl esters	mesh:D002788	Cholesterol Esters	cholesteryl ester	chebi:17002
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
Acetoacetyl-CoA	mesh:C010667	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
HMG-COA	mesh:C479798	NA	NA	NA
RAP	mesh:C052497	NA	NA	NA
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
CHPT	mesh:C120050	NA	NA	NA
CDP-choline	mesh:D003566	Cytidine Diphosphate Choline	CDP-choline	chebi:16436
Choline	mesh:D002794	Choline	choline	chebi:15354
P-choline	mesh:D002794	Choline	choline	chebi:15354
LPA	mesh:C522988	NA	NA	NA
