word	mesh	match	name	chebi
Xanthurenic acid	mesh:C028330	xanthurenic acid	xanthurenic acid	chebi:10072
Picolinic acid	mesh:C030614	picolinic acid	picolinic acid	chebi:28747
Tryptamine	mesh:C030820	tryptamine	tryptamine	chebi:16765
L-amino acid	mesh:D000596	NA	NA	NA
Kynurenic acid	mesh:D007736	NA	NA	NA
Nicotinic acid	mesh:D009539	NA	NA	NA
5-Hydroxytryptamine	mesh:D012701	Serotonin	serotonin	chebi:28790
Tryptophan	mesh:D014364	Tryptophan	L-tryptophan	chebi:16828
3-Hydroxyanthranilic acid	mesh:D015095	NA	NA	NA
Quinolinic acid	mesh:D017378	NA	NA	NA
Lactate	mesh:D019344	NA	NA	NA
