word	mesh	match	name	chebi
UTP	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
CDP	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
CMP	mesh:D003568	Cytidine Monophosphate	cytidine 5'-monophosphate	chebi:17361
dCDP	mesh:C045813	dCDP	2'-deoxycytidine diphosphate	chebi:28846
DUDP	NA	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
S-Acotyldihidro	mesh:D013455	Sulfur	polysulfur	chebi:17909
ethyl-THPP	mesh:C014870	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
amide	mesh:D000577	amide	Amides	chebi:32988
Oxaloacetato	NA	NA	NA	NA
lysine	mesh:C114808	Tyr-Lys	tyrosyl-lysine	chebi:75004
LPA	mesh:C522988	NA	NA	NA
octanoyl	mesh:C034681	NA	NA	NA
TCA CYCLE	mesh:C000589078	NA	NA	NA
2-Phosphate	mesh:D010710	NA	NA	NA
AMINO-ACYL	mesh:D000596	NA	NA	NA
