word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
hepatocellular carcinoma	NA	hepatocellular carcinoma	hepatocellular carcinoma	DOID:684
breast cancer	NA	breast cancer	breast cancer	DOID:1612
pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
breast cancer	NA	breast cancer	breast cancer	DOID:1612
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
breast cancer	NA	breast cancer	breast cancer	DOID:1612
breast cancer	NA	breast cancer	breast cancer	DOID:1612
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
