word	type	identifier
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
FAD	Chemical	MESH:D005182
Succinate	Chemical	MESH:D013386
FADH	Chemical	MESH:C058805
Succinate	Chemical	MESH:D013386
Acetate	Chemical	MESH:D000085
Acetate	Chemical	MESH:D000085
Acetyl-CoA	Chemical	MESH:D000105
Glyoxylate	Chemical	MESH:D006038
Succinyl	Chemical	MESH:C035687
NADH	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
Citrate	Chemical	MESH:C102006
Isocitrate	Chemical	MESH:D007523
NAD	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
ATP	Chemical	MESH:D000255
