word	mesh	match	name	chebi
NADPH	mesh:D009249	NA	NA	NA
Cortisone	mesh:D003348	Cortisone	cortisone	chebi:16962
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
AEC II	mesh:C043950	NA	NA	NA
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
cortisol	mesh:D006854	Hydrocortisone	cortisol	chebi:17650
NADP	mesh:D009249	NA	NA	NA
Adrenaline NADP	mesh:D009249	NA	NA	NA
Cortisol	mesh:D006854	Hydrocortisone	cortisol	chebi:17650
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
(R)-3-Hydroxybutyrate	mesh:D020155	3-Hydroxybutyric Acid	3-hydroxybutyric acid	chebi:20067
R-BHB	mesh:C045922	NA	NA	NA
HCO	mesh:C504136	NA	NA	NA
BHB	mesh:C045922	NA	NA	NA
ONOO	mesh:C113914	NA	NA	NA
CO	mesh:D002245	Carbon Dioxide	carbon dioxide	chebi:16526
O	mesh:D013481	Superoxides	superoxide	chebi:18421
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
carbohydrates	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
ANADPH	NA	NA	NA	NA
ketone ester	mesh:D007659	Ketones	ketone	chebi:17087
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
CoV-2	mesh:C402301	copovidone	poly(vinylpyrrolidone-co-vinyl-acetate)	chebi:78913
