word	mesh	match	name	chebi
Salicylaldehyde	mesh:C013243	NA	NA	NA
1-Naphthol	mesh:C029350	1-naphthol	1-naphthol	chebi:10319
naphthalene	mesh:C031721	NA	NA	NA
Fumarylpyruvate	mesh:C073688	NA	NA	NA
Maleylpyruvate	mesh:C113957	3-maleylpyruvic acid	maleylpyruvic acid	chebi:30859
Methylamine	mesh:D008744	Methylamines	methylamines	chebi:25274
Pyruvate	mesh:D011773	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Salicylate	mesh:D012459	Salicylates	salicylates	chebi:26596
Carbaryl	mesh:D012721	Carbaryl	carbaryl	chebi:3390
