word	mesh	match	name	chebi
GTP	NA	GTP	GTP	chebi:37565
GDP	NA	GDP	5'-O-[(phosphonatooxy)phosphinato]guanosine	chebi:58189
GDP	NA	GDP	5'-O-[(phosphonatooxy)phosphinato]guanosine	chebi:58189
GTP	NA	GTP	GTP	chebi:37565
GTP	NA	GTP	GTP	chebi:37565
Adenylate	NA	Adenylate	5'-adenylic acid	chebi:16027
Adenylate	NA	Adenylate	5'-adenylic acid	chebi:16027
GTP	NA	GTP	GTP	chebi:37565
GTP	NA	GTP	GTP	chebi:37565
CAMP	NA	cAMP	adenosine 3',5'-(hydrogen phosphate)	chebi:17489
Trigger	NA	Trigger	1-(2-chloropyridin-4-yl)-3-phenylurea	chebi:81861
