word	mesh	match	name	chebi
Ethanol	NA	ethanol	ethanol	chebi:16236
ATP	NA	ATP	ATP	chebi:30616
NADH	NA	NADH	adenosine 5'-{3-[1-(3-carbamoyl-1,4-dihydropyridin-1-yl)-1,4-anhydro-D-ribitol-5-yl] diphosphate}	chebi:57945
NAD+	NA	NAD+	adenosine 5'-{3-[1-(3-carbamoylpyridinio)-1,4-anhydro-D-ribitol-5-yl] dihydrogen diphosphate}	chebi:15846
Electron acceptor	NA	electron acceptor	Lewis acid	chebi:39143
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
Ethanol	NA	ethanol	ethanol	chebi:16236
Acetaldehyde	NA	acetaldehyde	acetaldehyde	chebi:15343
Acetate	NA	acetate	acetate	chebi:30089
