word	type	identifier
Malonyl-Co-A	Chemical	MESH:D008316
Chalcones	Chemical	MESH:D047188
Flavanones	Chemical	MESH:D044950
Dihydroflavonols	Chemical	MESH:C436146
Anthocyanidins	Chemical	MESH:D000872
CHI	Chemical	MESH:C084533
Leucoanthocyanidins	Chemical	MESH:D000872
Phenylalanine	Chemical	MESH:C119108
Courmaroyl-CoA	Chemical	MESH:C065987
Anthocyanins	Chemical	MESH:D000872
Chlorogenic acid	Chemical	MESH:D002726
Flavonols	Chemical	MESH:D044948
Flavan-3-ols	Chemical	MESH:C404987
tannins	Chemical	MESH:D047348
