word	mesh	match	name	chebi
Ribose 1-phosphate	mesh:C031154	alpha-D-ribose 1-phosphate	ribose 1-phosphate	chebi:16300
Fructose 1-phosphate	mesh:C032284	beta-D-fructopyranose 1-phosphate	fructose-1-phosphate	chebi:42320
acetone	mesh:D000096	Acetone	acetone	chebi:15347
Adenine	mesh:D000225	Adenine	adenine	chebi:16708
Adenosine	mesh:D000241	Adenosine	adenosine	chebi:16335
CDP	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
Guanine	mesh:D006147	Guanine	guanine	chebi:16235
Adenosyk-homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
3-phosphate	mesh:D010710	NA	NA	NA
6-phosphate	mesh:D010710	NA	NA	NA
6phosphate	mesh:D010710	NA	NA	NA
S-phosphate	mesh:D010710	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
Ribose	mesh:D012266	NA	NA	NA
