word	mesh	match	name	chebi
Cu	mesh:D003300	Copper	copper atom	chebi:28694
2H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
R-H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
2e	mesh:C053617	NA	NA	NA
R-OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
H20	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
Lactone	mesh:D007783	Lactones	lactone	chebi:25000
Cu(II)	mesh:D003300	Copper	copper atom	chebi:28694
I-O	mesh:D013481	Superoxides	superoxide	chebi:18421
