word	source	identifier
L-rhamnose	MESH	D012210
L-rhamnulose-P	MESH	C010419
lactaldehyde	MESH	C014634
DHAP	MESH	C017202
glyceraldehyde-3-P	MESH	D005985
1,2-propanediol	MESH	D019946
bisP-glycerate	MESH	C490048
propionaldehyde	MESH	C005556
3-P-glycerate	MESH	C005156
propionyl-CoA	MESH	C009061
propanol	MESH	D020005
2-P-glycerate	MESH	C008885
propionyl	MESH	C009061
P-enolpyruvate	MESH	C038277
propionate	MESH	D011422
pyruvate	MESH	D011773
ethanol	MESH	D000431
acetaldehyde	MESH	D000079
acetyl-CoA	MESH	D000105
acetyl	MESH	C011632
acetate	MESH	D000085
acetoacetyl	MESH	C010667
acetoacetate	MESH	D000090
HO-butyryl-CoA	MESH	C024343
acetone	MESH	D000096
crotonyl	MESH	C010701
isopropanol	MESH	D019840
butanol	MESH	D000440
butyraldehyde	MESH	C018475
butyryl-CoA	MESH	C024343
butyryl	MESH	C024343
butyrate	MESH	D002087
