word	type	identifier
Glu	Chemical	MESH:C094686
UTP	Chemical	MESH:D014544
UDP	Chemical	MESH:D014530
Glu	Chemical	MESH:C094686
UDP	Chemical	MESH:D014530
Sulfate	Chemical	MESH:D013431
ATP	Chemical	MESH:D000255
CO2	Chemical	MESH:D002245
UDP	Chemical	MESH:D014530
ATP ADP	Chemical	MESH:D000244
UDP	Chemical	MESH:D014530
UDP	Chemical	MESH:D014530
UDP	Chemical	MESH:D014530
D-galactose	Chemical	MESH:D005690
SO	Chemical	MESH:C443440
3,6-anhydro-D-galactose	Chemical	MESH:D005690
SO	Chemical	MESH:C443440
Sulfate	Chemical	MESH:D013431
SO	Chemical	MESH:C443440
