word	type	identifier
NAD	Chemical	MESH:D009243
N-Formylkynurenine	Chemical	MESH:D009584
Kynurenine	Chemical	MESH:C029366
Kynurenine	Chemical	MESH:C029366
Kynurenine	Chemical	MESH:C029366
Kynurenine	Chemical	MESH:C029366
Quinolinic acid	Chemical	MESH:D017378
5-Hydroxytrptophan	Chemical	MESH:C068492
Kynurenic acid	Chemical	MESH:D007736
Anthranilic acid	Chemical	MESH:C031385
3-Hydroxykynurenine	Chemical	MESH:C402223
Anthranilate	Chemical	MESH:C031385
Serotonin	Chemical	MESH:D012701
3-Hydroxyanthranilic acid	Chemical	MESH:D015095
Picolinic acid	Chemical	MESH:C030614
