word	mesh	match	name	chebi
phosphate	mesh:D010710	NA	NA	NA
Ru5P	mesh:D012428	Ruthenium	ruthenium atom	chebi:30682
RO4780	mesh:C542959	NA	NA	NA
R04780	mesh:D024502	NA	NA	NA
Purine	mesh:D011687	Purines	purines	chebi:26401
pyrimidine	mesh:C030986	NA	NA	NA
DHAP	mesh:C017202	NA	NA	NA
Triosephosphate	NA	NA	NA	NA
1,3-DPG	mesh:D019794	2,3-Diphosphoglycerate	2,3-bisphosphoglycerate	chebi:19324
Phosphoglycerate	mesh:C008885	NA	NA	NA
amino acid	mesh:D000596	NA	NA	NA
Ser	mesh:C530429	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Citrate	mesh:C102006	NA	NA	NA
Isocitrate	mesh:D007523	NA	NA	NA
Lactate	mesh:D019344	NA	NA	NA
Ala	mesh:C026593	NA	NA	NA
Cys	mesh:C046557	NA	NA	NA
Glu	mesh:C094686	Glu-Glu	glutamyl-glutamic acid	chebi:5390
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
Asp	mesh:C108952	Asp-Asp	aspartyl-aspartic acid	chebi:73446
RO0343	mesh:C542959	NA	NA	NA
ARG	mesh:C545206	NA	NA	NA
Arg	mesh:C076685	Arg-Arg	arginylarginine	chebi:73811
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
RO0408	mesh:C466436	NA	NA	NA
CBDO	NA	NA	NA	NA
Acetylornithine	NA	NA	NA	NA
NACORN	NA	NA	NA	NA
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
HCO3	mesh:C504136	NA	NA	NA
ADP	mesh:D000244	NA	NA	NA
NAD+H	mesh:D009243	NAD	NAD(+)	chebi:15846
FADH	mesh:C058805	FADH2	1,5-dihydro-FAD	chebi:17877
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
