word	mesh	match	name	chebi
LY171883	mesh:C044660	NA	NA	NA
Acyl-CoA	mesh:D000214	NA	NA	NA
Bezafibrate	mesh:D001629	Bezafibrate	bezafibrate	chebi:47612
MethylClofenapate	mesh:D002992	NA	NA	NA
Clofibric Acid	mesh:D002995	Clofibric Acid	clofibric acid	chebi:34648
Fatty Acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Met	mesh:D008715	NA	NA	NA
Nafenopin	mesh:D009255	Nafenopin	nafenopin	chebi:7449
Nitric Oxide	mesh:D009569	Nitric Oxide	nitric oxide	chebi:16480
Eicosanoids	mesh:D015777	Eicosanoids	icosanoid	chebi:23899
