word	mesh	match	name	doid
Cancer	mesh:D009369	NA	NA	NA
RASopathy	NA	NA	NA	NA
Cancer	mesh:D009369	NA	NA	NA
Cancer	mesh:D009369	NA	NA	NA
PD	mesh:D010300	NA	NA	NA
PD	mesh:D010300	NA	NA	NA
Cardiac hypertrophy	mesh:D006332	NA	NA	NA
Chronic myeloid leukeamia	mesh:D015464	NA	NA	NA
Cancer	mesh:D009369	NA	NA	NA
Hypertrophic cardiomyopathy	mesh:D002312	NA	NA	NA
NSCLC	mesh:D002289	NA	NA	NA
Hepatocellular carcinoma	mesh:D006528	NA	NA	NA
Legius syndrome	mesh:C548032	NA	NA	NA
Cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Hypertrophic	mesh:D006984	NA	NA	NA
cardiomyopathy	mesh:D009202	NA	NA	NA
